WHITE,251
LIGHT_GRAY,102
GRAY,241
DARK_GRAY,235
BLACK,234
LIGHT_RED,167
DARK_RED,131
ORANGE,173
YELLOW,222
LIGHT_GREEN,115
DARK_GREEN,72
LIGHT_BLUE,109
DARK_BLUE,67
DARK_VIOLET,96
LIGHT_VIOLET,139
LIGHT_AQUA,109
DARK_AQUA,66
